base_date,time,emd_nm,age,resd_pop_cnt,visit_pop_cnt
20190105,1,제주시 건입동,0,846.4641,290.2094
20190105,1,제주시 건입동,10,957.8132,336.1007
20190105,1,제주시 건입동,20,878.8359,603.2925
20190105,1,제주시 건입동,30,902.8957,536.5335
20190105,1,제주시 건입동,40,1454.472,795.8546
20190105,1,제주시 건입동,50,1605.7837,614.0674
20190105,1,제주시 건입동,60,1144.4367,339.586
20190105,1,제주시 건입동,70,679.3608,137.1879
20190105,1,제주시 건입동,80,344.7602,73.8059
20190105,1,제주시 구좌읍,0,1030.6199,367.5352
20190105,1,제주시 구좌읍,10,1154.0476,428.3142
20190105,1,제주시 구좌읍,20,928.1883,906.6024
20190105,1,제주시 구좌읍,30,1476.2917,730.3895
20190105,1,제주시 구좌읍,40,2308.755,578.6387
20190105,1,제주시 구좌읍,50,2460.6883,506.6031
20190105,1,제주시 구좌읍,60,1694.315,252.0308
20190105,1,제주시 구좌읍,70,937.2839,60.361
20190105,1,제주시 구좌읍,80,717.9773,32.2641
20190105,1,제주시 노형동,0,6378.1328,999.851
20190105,1,제주시 노형동,10,9327.1641,1153.1022
20190105,1,제주시 노형동,20,6081.1447,2134.2533
20190105,1,제주시 노형동,30,6985.685,1550.3927
20190105,1,제주시 노형동,40,11993.2051,1758.1601
20190105,1,제주시 노형동,50,10723.488,1635.5211
20190105,1,제주시 노형동,60,4789.3984,864.0207
20190105,1,제주시 노형동,70,2055.5857,408.2677
20190105,1,제주시 노형동,80,1069.5645,229.8141
20190105,1,제주시 도두동,0,112.2313,126.7197
20190105,1,제주시 도두동,10,132.0473,144.3273
20190105,1,제주시 도두동,20,119.4563,308.9343
20190105,1,제주시 도두동,30,185.8968,283.429
20190105,1,제주시 도두동,40,249.0902,424.7998
20190105,1,제주시 도두동,50,375.3929,390.4715
20190105,1,제주시 도두동,60,236.103,200.9209
20190105,1,제주시 도두동,70,75.7238,52.6797
20190105,1,제주시 도두동,80,69.8953,28.496
20190105,1,제주시 봉개동,0,567.2775,178.978
20190105,1,제주시 봉개동,10,444.8977,210.09
20190105,1,제주시 봉개동,20,488.4201,319.9203
20190105,1,제주시 봉개동,30,679.6489,317.977
20190105,1,제주시 봉개동,40,776.2719,500.8944
20190105,1,제주시 봉개동,50,792.9717,494.9945
20190105,1,제주시 봉개동,60,572.2664,240.7886
20190105,1,제주시 봉개동,70,206.3332,71.3383
20190105,1,제주시 봉개동,80,145.2116,37.4655
20190105,1,제주시 삼도1동,0,1216.8011,368.0535
20190105,1,제주시 삼도1동,10,1487.3122,424.0107
20190105,1,제주시 삼도1동,20,1062.2155,553.5127
20190105,1,제주시 삼도1동,30,1297.2272,441.8236
20190105,1,제주시 삼도1동,40,2191.3135,666.8659
20190105,1,제주시 삼도1동,50,2246.3046,666.0099
20190105,1,제주시 삼도1동,60,1473.8514,296.3919
20190105,1,제주시 삼도1동,70,1110.6727,245.843
20190105,1,제주시 삼도1동,80,501.7373,137.9714
20190105,1,제주시 삼도2동,0,379.8379,240.7094
20190105,1,제주시 삼도2동,10,532.335,276.6898
20190105,1,제주시 삼도2동,20,496.3365,543.7369
20190105,1,제주시 삼도2동,30,624.8981,346.4132
20190105,1,제주시 삼도2동,40,1114.9201,581.8847
20190105,1,제주시 삼도2동,50,1210.4416,492.8316
20190105,1,제주시 삼도2동,60,940.1413,253.2939
20190105,1,제주시 삼도2동,70,491.6729,107.5522
20190105,1,제주시 삼도2동,80,290.266,58.7053
20190105,1,제주시 삼양동,0,4801.4484,413.7774
20190105,1,제주시 삼양동,10,3673.3356,477.7001
20190105,1,제주시 삼양동,20,2072.7919,517.3558
20190105,1,제주시 삼양동,30,4190.5827,439.2348
20190105,1,제주시 삼양동,40,4908.5829,598.0084
20190105,1,제주시 삼양동,50,3819.6591,448.5918
20190105,1,제주시 삼양동,60,2126.605,265.2399
20190105,1,제주시 삼양동,70,862.6631,110.8479
20190105,1,제주시 삼양동,80,463.4377,61.9979
20190105,1,제주시 아라동,0,5618.1111,653.8992
20190105,1,제주시 아라동,10,5381.3833,752.8145
20190105,1,제주시 아라동,20,4932.8225,1181.3269
20190105,1,제주시 아라동,30,6098.83,1050.4884
20190105,1,제주시 아라동,40,7402.8907,1004.4501
20190105,1,제주시 아라동,50,5750.4181,975.253
20190105,1,제주시 아라동,60,3317.466,558.9612
20190105,1,제주시 아라동,70,1403.7069,289.7384
20190105,1,제주시 아라동,80,841.5958,165.1399
20190105,1,제주시 애월읍,0,3984.7934,1243.3109
20190105,1,제주시 애월읍,10,3838.8649,1445.8534
20190105,1,제주시 애월읍,20,2919.5863,2551.3127
20190105,1,제주시 애월읍,30,4852.6175,2249.5237
20190105,1,제주시 애월읍,40,7292.8493,2502.5577
20190105,1,제주시 애월읍,50,6891.1625,2403.6574
20190105,1,제주시 애월읍,60,4082.0819,1251.4866
20190105,1,제주시 애월읍,70,2124.8227,414.8592
20190105,1,제주시 애월읍,80,1413.7127,225.4775
20190105,1,제주시 연동,0,4358.3666,1310.0825
20190105,1,제주시 연동,10,5762.0446,1518.4898
20190105,1,제주시 연동,20,6924.2565,3452.3371
20190105,1,제주시 연동,30,7015.4313,2793.8847
20190105,1,제주시 연동,40,9880.3838,2915.0658
20190105,1,제주시 연동,50,9701.7848,2439.4478
20190105,1,제주시 연동,60,5413.9418,974.8121
20190105,1,제주시 연동,70,2400.2097,401.6894
20190105,1,제주시 연동,80,1133.32,216.9354
20190105,1,제주시 오라동,0,2985.5103,538.8014
20190105,1,제주시 오라동,10,2281.014,617.8818
20190105,1,제주시 오라동,20,1531.4757,939.2156
20190105,1,제주시 오라동,30,2190.2346,803.2621
20190105,1,제주시 오라동,40,3143.986,990.1893
20190105,1,제주시 오라동,50,2822.9318,873.3286
20190105,1,제주시 오라동,60,2111.2848,468.2239
20190105,1,제주시 오라동,70,1007.5192,237.0586
20190105,1,제주시 오라동,80,591.3761,134.5761
20190105,1,제주시 외도동,0,1894.5345,347.2867
20190105,1,제주시 외도동,10,1899.0429,400.1302
20190105,1,제주시 외도동,20,1097.6822,444.5221
20190105,1,제주시 외도동,30,2050.8552,358.1492
20190105,1,제주시 외도동,40,2680.8197,565.4417
20190105,1,제주시 외도동,50,2082.2453,369.3241
20190105,1,제주시 외도동,60,858.6313,230.1059
20190105,1,제주시 외도동,70,395.111,125.1209
20190105,1,제주시 외도동,80,223.2617,64.6357
20190105,1,제주시 용담1동,0,833.3132,216.6508
20190105,1,제주시 용담1동,10,1169.8433,250.554
20190105,1,제주시 용담1동,20,855.5246,346.389
20190105,1,제주시 용담1동,30,853.0687,202.577
20190105,1,제주시 용담1동,40,1579.7888,313.1056
20190105,1,제주시 용담1동,50,1789.4653,369.7599
20190105,1,제주시 용담1동,60,1126.59,203.6398
20190105,1,제주시 용담1동,70,841.7987,122.928
20190105,1,제주시 용담1동,80,437.9663,61.9463
20190105,1,제주시 용담2동,0,1167.2412,422.7452
20190105,1,제주시 용담2동,10,1511.5078,490.6106
20190105,1,제주시 용담2동,20,1260.1713,831.1316
20190105,1,제주시 용담2동,30,1288.0802,613.6089
20190105,1,제주시 용담2동,40,2196.0492,646.2195
20190105,1,제주시 용담2동,50,2222.9785,624.4776
20190105,1,제주시 용담2동,60,1616.5464,370.0823
20190105,1,제주시 용담2동,70,914.253,126.2108
20190105,1,제주시 용담2동,80,465.9405,70.5797
20190105,1,제주시 우도면,0,52.0295,23.7234
20190105,1,제주시 우도면,10,49.8588,27.3962
20190105,1,제주시 우도면,20,95.4961,89.3978
20190105,1,제주시 우도면,30,101.0549,69.0959
20190105,1,제주시 우도면,40,200.56,105.2023
20190105,1,제주시 우도면,50,266.9641,199.7407
20190105,1,제주시 우도면,60,161.1494,104.1387
20190105,1,제주시 우도면,70,153.6536,40.6128
20190105,1,제주시 우도면,80,129.0091,17.397
20190105,1,제주시 이도1동,0,798.9472,349.1624
20190105,1,제주시 이도1동,10,1053.6998,400.2877
20190105,1,제주시 이도1동,20,950.8043,612.1153
20190105,1,제주시 이도1동,30,926.662,568.9799
20190105,1,제주시 이도1동,40,1341.9265,621.4754
20190105,1,제주시 이도1동,50,1773.9509,571.01
20190105,1,제주시 이도1동,60,1159.6608,309.0415
20190105,1,제주시 이도1동,70,700.1991,153.6534
20190105,1,제주시 이도1동,80,467.7713,85.0356
20190105,1,제주시 이도2동,0,6920.5015,1959.4177
20190105,1,제주시 이도2동,10,8772.4651,2252.9381
20190105,1,제주시 이도2동,20,7277.6965,4144.8627
20190105,1,제주시 이도2동,30,7599.5478,1984.4906
20190105,1,제주시 이도2동,40,10743.7111,2006.3991
20190105,1,제주시 이도2동,50,10568.1418,1880.3574
20190105,1,제주시 이도2동,60,5822.773,827.016
20190105,1,제주시 이도2동,70,2727.2913,390.7123
20190105,1,제주시 이도2동,80,1333.2218,215.7077
20190105,1,제주시 이호동,0,378.7694,122.6104
20190105,1,제주시 이호동,10,418.7619,140.6542
20190105,1,제주시 이호동,20,355.3406,253.8338
20190105,1,제주시 이호동,30,520.5539,267.9165
20190105,1,제주시 이호동,40,755.9445,319.9169
20190105,1,제주시 이호동,50,856.8339,328.7722
20190105,1,제주시 이호동,60,580.2785,150.5629
20190105,1,제주시 이호동,70,153.6536,92.1896
20190105,1,제주시 이호동,80,89.4714,51.0301
20190105,1,제주시 일도1동,0,121.8041,71.3566
20190105,1,제주시 일도1동,10,176.8148,81.716
20190105,1,제주시 일도1동,20,163.5707,125.771
20190105,1,제주시 일도1동,30,247.4598,79.4307
20190105,1,제주시 일도1동,40,289.3194,128.9886
20190105,1,제주시 일도1동,50,450.8637,119.8195
20190105,1,제주시 일도1동,60,302.3408,77.5762
20190105,1,제주시 일도1동,70,161.3349,7.6814
20190105,1,제주시 일도1동,80,89.0857,5.7666
20190105,1,제주시 일도2동,0,3756.2524,674.6036
20190105,1,제주시 일도2동,10,4892.299,776.8525
20190105,1,제주시 일도2동,20,3267.0929,1154.7295
20190105,1,제주시 일도2동,30,4032.8886,929.9514
20190105,1,제주시 일도2동,40,6096.5641,1123.3814
20190105,1,제주시 일도2동,50,7111.4271,1001.5045
20190105,1,제주시 일도2동,60,4589.3736,450.9848
20190105,1,제주시 일도2동,70,2314.6902,215.1175
20190105,1,제주시 일도2동,80,1016.7137,115.9508
20190105,1,제주시 조천읍,0,1984.2031,622.7042
20190105,1,제주시 조천읍,10,2112.9636,727.4665
20190105,1,제주시 조천읍,20,1654.6971,1129.0386
20190105,1,제주시 조천읍,30,2339.9491,1163.9798
20190105,1,제주시 조천읍,40,3411.0627,1487.1451
20190105,1,제주시 조천읍,50,3843.5298,1313.0196
20190105,1,제주시 조천읍,60,2703.5091,723.4849
20190105,1,제주시 조천읍,70,1544.2036,252.4214
20190105,1,제주시 조천읍,80,951.541,136.233
20190105,1,제주시 추자면,0,43.6718,50.7842
20190105,1,제주시 추자면,10,54.4773,59.411
20190105,1,제주시 추자면,20,43.3366,184.3325
20190105,1,제주시 추자면,30,81.7861,173.227
20190105,1,제주시 추자면,40,210.0854,249.4633
20190105,1,제주시 추자면,50,237.585,369.5579
20190105,1,제주시 추자면,60,220.127,157.2155
20190105,1,제주시 추자면,70,220.6061,26.34
20190105,1,제주시 추자면,80,138.0317,14.7361
20190105,1,제주시 한경면,0,419.9801,129.4674
20190105,1,제주시 한경면,10,449.5163,149.5762
20190105,1,제주시 한경면,20,316.8918,316.892
20190105,1,제주시 한경면,30,701.7198,294.698
20190105,1,제주시 한경면,40,1225.8696,281.6569
20190105,1,제주시 한경면,50,1201.6653,298.4128
20190105,1,제주시 한경면,60,1130.5239,180.4036
20190105,1,제주시 한경면,70,556.4589,72.4411
20190105,1,제주시 한경면,80,417.5527,33.1653
20190105,1,제주시 한림읍,0,1616.7198,522.4551
20190105,1,제주시 한림읍,10,1829.7152,604.0261
20190105,1,제주시 한림읍,20,1432.6987,1003.4839
20190105,1,제주시 한림읍,30,2385.1469,933.6873
20190105,1,제주시 한림읍,40,3609.2293,940.7539
20190105,1,제주시 한림읍,50,3501.4376,978.6143
20190105,1,제주시 한림읍,60,2789.0011,665.8666
20190105,1,제주시 한림읍,70,1292.8981,220.606
20190105,1,제주시 한림읍,80,813.767,110.035
20190105,1,제주시 화북동,0,3739.4785,418.9218
20190105,1,제주시 화북동,10,4291.109,480.7432
20190105,1,제주시 화북동,20,2754.9288,701.5133
20190105,1,제주시 화북동,30,3237.1391,484.8385
20190105,1,제주시 화북동,40,5508.2938,659.6291
20190105,1,제주시 화북동,50,5513.2688,671.9697
20190105,1,제주시 화북동,60,2505.2108,327.5919
20190105,1,제주시 화북동,70,1121.6499,147.062
20190105,1,제주시 화북동,80,667.6509,84.2371
20190105,2,제주시 건입동,0,848.537,294.7305
20190105,2,제주시 건입동,10,963.4349,340.5921
20190105,2,제주시 건입동,20,852.8511,652.6012
20190105,2,제주시 건입동,30,912.0961,570.9258
20190105,2,제주시 건입동,40,1468.4564,806.4923
20190105,2,제주시 건입동,50,1619.9505,645.0942
20190105,2,제주시 건입동,60,1140.6532,343.6393
20190105,2,제주시 건입동,70,679.414,142.6875
20190105,2,제주시 건입동,80,344.7859,75.8895
20190105,2,제주시 구좌읍,0,1035.3077,363.8307
20190105,2,제주시 구좌읍,10,1159.1461,424.0839
20190105,2,제주시 구좌읍,20,947.4243,910.7229
20190105,2,제주시 구좌읍,30,1467.6981,728.2018
20190105,2,제주시 구좌읍,40,2316.3213,575.3652
20190105,2,제주시 구좌읍,50,2471.4399,516.9991
20190105,2,제주시 구좌읍,60,1698.616,234.8402
20190105,2,제주시 구좌읍,70,937.3579,76.8329
20190105,2,제주시 구좌읍,80,718.0298,38.524
20190105,2,제주시 노형동,0,6359.9343,1063.6166
20190105,2,제주시 노형동,10,9300.4231,1226.2576
20190105,2,제주시 노형동,20,6201.2459,2059.1185
20190105,2,제주시 노형동,30,7072.7842,1569.3309
20190105,2,제주시 노형동,40,12070.5413,1647.4379
20190105,2,제주시 노형동,50,10762.8022,1631.2651
20190105,2,제주시 노형동,60,4802.853,864.1777
20190105,2,제주시 노형동,70,2079.8912,401.7208
20190105,2,제주시 노형동,80,1080.2384,219.8335
20190105,2,제주시 도두동,0,112.2927,138.7218
20190105,2,제주시 도두동,10,132.1194,157.9569
20190105,2,제주시 도두동,20,119.5495,317.7928
20190105,2,제주시 도두동,30,179.6497,280.2924
20190105,2,제주시 도두동,40,242.2482,448.6274
20190105,2,제주시 도두동,50,371.9868,407.8982
20190105,2,제주시 도두동,60,236.1502,208.9236
20190105,2,제주시 도두동,70,75.7294,52.6837
20190105,2,제주시 도두동,80,69.9002,28.498
20190105,2,제주시 봉개동,0,585.3344,182.9174
20190105,2,제주시 봉개동,10,458.6914,214.8245
20190105,2,제주시 봉개동,20,501.027,298.0489
20190105,2,제주시 봉개동,30,673.6725,306.3881
20190105,2,제주시 봉개동,40,786.5819,484.3906
20190105,2,제주시 봉개동,50,796.4743,494.7526
20190105,2,제주시 봉개동,60,588.9588,231.5655
20190105,2,제주시 봉개동,70,206.3494,76.8329
20190105,2,제주시 봉개동,80,145.2224,39.5464
20190105,2,제주시 삼도1동,0,1246.2275,400.3084
20190105,2,제주시 삼도1동,10,1524.0023,460.4222
20190105,2,제주시 삼도1동,20,1099.9192,572.0419
20190105,2,제주시 삼도1동,30,1304.9903,455.2298
20190105,2,제주시 삼도1동,40,2188.1378,652.9248
20190105,2,제주시 삼도1동,50,2249.8493,640.8581
20190105,2,제주시 삼도1동,60,1494.01,254.6488
20190105,2,제주시 삼도1동,70,1108.566,259.0332
20190105,2,제주시 삼도1동,80,500.0979,145.8499
20190105,2,제주시 삼도2동,0,370.4386,240.5071
20190105,2,제주시 삼도2동,10,518.9211,276.8429
20190105,2,제주시 삼도2동,20,503.6887,532.4049
20190105,2,제주시 삼도2동,30,632.0559,344.246
20190105,2,제주시 삼도2동,40,1145.6807,554.8188
20190105,2,제주시 삼도2동,50,1207.2969,527.3025
20190105,2,제주시 삼도2동,60,965.5054,249.3558
20190105,2,제주시 삼도2동,70,497.1995,136.0951
20190105,2,제주시 삼도2동,80,292.6453,78.1116
20190105,2,제주시 삼양동,0,4780.296,401.9061
20190105,2,제주시 삼양동,10,3657.1836,464.4137
20190105,2,제주시 삼양동,20,2117.4133,485.736
20190105,2,제주시 삼양동,30,4236.3941,442.2988
20190105,2,제주시 삼양동,40,4919.8754,595.1695
20190105,2,제주시 삼양동,50,3800.2726,417.9829
20190105,2,제주시 삼양동,60,2149.531,261.3049
20190105,2,제주시 삼양동,70,862.732,110.8566
20190105,2,제주시 삼양동,80,463.4731,62.0026
20190105,2,제주시 아라동,0,5654.2302,674.4851
20190105,2,제주시 아라동,10,5416.0836,776.0213
20190105,2,제주시 아라동,20,4979.9195,1167.5592
20190105,2,제주시 아라동,30,6170.6167,1018.6199
20190105,2,제주시 아라동,40,7499.7713,984.7698
20190105,2,제주시 아라동,50,5806.6401,972.0687
20190105,2,제주시 아라동,60,3322.7036,550.438
20190105,2,제주시 아라동,70,1411.4977,261.226
20190105,2,제주시 아라동,80,847.4986,145.7502
20190105,2,제주시 애월읍,0,3969.3273,1284.0539
20190105,2,제주시 애월읍,10,3822.1796,1492.2273
20190105,2,제주시 애월읍,20,2922.7496,2505.3667
20190105,2,제주시 애월읍,30,4861.1663,2257.337
20190105,2,제주시 애월읍,40,7248.4757,2483.5836
20190105,2,제주시 애월읍,50,6851.2971,2418.8573
20190105,2,제주시 애월읍,60,4062.9652,1240.4433
20190105,2,제주시 애월읍,70,2108.5248,422.5737
20190105,2,제주시 애월읍,80,1406.8263,230.3085
20190105,2,제주시 연동,0,4333.6057,1327.4051
20190105,2,제주시 연동,10,5728.5776,1537.6501
20190105,2,제주시 연동,20,6981.4319,3312.768
20190105,2,제주시 연동,30,7091.0049,2581.4051
20190105,2,제주시 연동,40,9958.5771,2747.5061
20190105,2,제주시 연동,50,9741.4303,2268.3243
20190105,2,제주시 연동,60,5422.861,885.4029
20190105,2,제주시 연동,70,2434.4174,407.2099
20190105,2,제주시 연동,80,1150.306,219.0296
20190105,2,제주시 오라동,0,2981.6774,543.4994
20190105,2,제주시 오라동,10,2277.6479,621.7413
20190105,2,제주시 오라동,20,1536.9713,995.0965
20190105,2,제주시 오라동,30,2199.9109,837.3337
20190105,2,제주시 오라동,40,3175.1714,1035.1817
20190105,2,제주시 오라동,50,2871.6857,893.1127
20190105,2,제주시 오라동,60,2106.3723,459.0413
20190105,2,제주시 오라동,70,1007.5982,239.2698
20190105,2,제주시 오라동,80,591.4194,137.2756
20190105,2,제주시 외도동,0,1841.358,351.0796
20190105,2,제주시 외도동,10,1845.4234,405.2855
20190105,2,제주시 외도동,20,1119.1655,444.4488
20190105,2,제주시 외도동,30,2034.3427,383.7403
20190105,2,제주시 외도동,40,2708.7154,629.4488
20190105,2,제주시 외도동,50,2116.8896,414.1841
20190105,2,제주시 외도동,60,862.7611,239.4249
20190105,2,제주시 외도동,70,395.1424,106.4709
20190105,2,제주시 외도동,80,223.2782,54.6712
20190105,2,제주시 용담1동,0,820.8792,201.3421
20190105,2,제주시 용담1동,10,1152.3223,232.3643
20190105,2,제주시 용담1동,20,847.1793,379.1139
20190105,2,제주시 용담1동,30,843.4302,229.9711
20190105,2,제주시 용담1동,40,1570.0222,350.3095
20190105,2,제주시 용담1동,50,1779.4749,387.0728
20190105,2,제주시 용담1동,60,1122.1546,170.5097
20190105,2,제주시 용담1동,70,834.1832,132.8128
20190105,2,제주시 용담1동,80,432.9997,71.3837
20190105,2,제주시 용담2동,0,1153.8625,426.5907
20190105,2,제주시 용담2동,10,1494.1732,495.659
20190105,2,제주시 용담2동,20,1331.9119,855.3638
20190105,2,제주시 용담2동,30,1289.0202,624.2862
20190105,2,제주시 용담2동,40,2220.9711,643.0757
20190105,2,제주시 용담2동,50,2233.7793,644.9849
20190105,2,제주시 용담2동,60,1634.072,399.3487
20190105,2,제주시 용담2동,70,922.0083,118.5384
20190105,2,제주시 용담2동,80,471.1447,64.8179
20190105,2,제주시 우도면,0,52.0583,19.8937
20190105,2,제주시 우도면,10,49.8864,22.7901
20190105,2,제주시 우도면,20,95.5683,67.781
20190105,2,제주시 우도면,30,101.1102,62.7848
20190105,2,제주시 우도면,40,197.2719,108.4851
20190105,2,제주시 우도면,50,270.3744,185.6792
20190105,2,제주시 우도면,60,161.1803,108.7991
20190105,2,제주시 우도면,70,153.6657,35.1272
20190105,2,제주시 우도면,80,129.0188,15.2972
20190105,2,제주시 이도1동,0,799.5151,353.7094
20190105,2,제주시 이도1동,10,1054.4377,404.8134
20190105,2,제주시 이도1동,20,981.8788,603.5607
20190105,2,제주시 이도1동,30,936.34,601.5
20190105,2,제주시 이도1동,40,1335.4352,585.0024
20190105,2,제주시 이도1동,50,1757.8843,547.2533
20190105,2,제주시 이도1동,60,1164.4981,344.2409
20190105,2,제주시 이도1동,70,700.2527,105.3674
20190105,2,제주시 이도1동,80,467.8056,60.9237
20190105,2,제주시 이도2동,0,6874.3325,1867.9779
20190105,2,제주시 이도2동,10,8713.8767,2150.7211
20190105,2,제주시 이도2동,20,7319.5489,3641.8545
20190105,2,제주시 이도2동,30,7640.8865,1796.4967
20190105,2,제주시 이도2동,40,10851.6005,1891.8739
20190105,2,제주시 이도2동,50,10601.2006,1779.7209
20190105,2,제주시 이도2동,60,5840.4272,829.1454
20190105,2,제주시 이도2동,70,2751.6516,358.9116
20190105,2,제주시 이도2동,80,1343.2637,197.8859
20190105,2,제주시 이호동,0,383.3773,130.8241
20190105,2,제주시 이호동,10,423.4545,149.6591
20190105,2,제주시 이호동,20,361.7334,282.0365
20190105,2,제주시 이호동,30,526.9531,268.2965
20190105,2,제주시 이호동,40,742.6656,279.3513
20190105,2,제주시 이호동,50,867.614,328.833
20190105,2,제주시 이호동,60,589.0121,155.2324
20190105,2,제주시 이호동,70,161.3476,97.6856
20190105,2,제주시 이호동,80,95.0522,53.1351
20190105,2,제주시 일도1동,0,121.3179,90.9642
20190105,2,제주시 일도1동,10,176.7554,104.3937
20190105,2,제주시 일도1동,20,158.034,147.9837
20190105,2,제주시 일도1동,30,241.2473,84.8881
20190105,2,제주시 일도1동,40,289.5184,146.118
20190105,2,제주시 일도1동,50,433.9163,158.1306
20190105,2,제주시 일도1동,60,297.7541,77.5896
20190105,2,제주시 일도1동,70,166.8366,7.6819
20190105,2,제주시 일도1동,80,91.902,5.7669
20190105,2,제주시 일도2동,0,3774.961,702.5813
20190105,2,제주시 일도2동,10,4918.2636,809.7841
20190105,2,제주시 일도2동,20,3350.7384,1172.3022
20190105,2,제주시 일도2동,30,4080.7363,861.7931
20190105,2,제주시 일도2동,40,6156.1448,1026.1804
20190105,2,제주시 일도2동,50,7170.8924,987.5921
20190105,2,제주시 일도2동,60,4606.1454,434.4879
20190105,2,제주시 일도2동,70,2324.749,192.0892
20190105,2,제주시 일도2동,80,1023.6519,98.6821
20190105,2,제주시 조천읍,0,2006.6261,611.1058
20190105,2,제주시 조천읍,10,2136.916,714.4751
20190105,2,제주시 조천읍,20,1674.5482,1127.6402
20190105,2,제주시 조천읍,30,2360.2808,1183.1979
20190105,2,제주시 조천읍,40,3415.6179,1463.5128
20190105,2,제주시 조천읍,50,3871.7676,1275.075
20190105,2,제주시 조천읍,60,2700.6773,720.2929
20190105,2,제주시 조천읍,70,1546.5175,279.886
20190105,2,제주시 조천읍,80,955.5375,146.6798
20190105,2,제주시 추자면,0,43.6961,50.8116
20190105,2,제주시 추자면,10,54.5073,59.443
20190105,2,제주시 추자면,20,46.5279,190.5645
20190105,2,제주시 추자면,30,81.8306,179.4343
20190105,2,제주시 추자면,40,203.4494,276.9134
20190105,2,제주시 추자면,50,237.5239,351.8448
20190105,2,제주시 추자면,60,220.1646,161.2338
20190105,2,제주시 추자면,70,220.6238,39.5128
20190105,2,제주시 추자면,80,138.0419,22.5821
20190105,2,제주시 한경면,0,411.7205,129.5392
20190105,2,제주시 한경면,10,440.6796,149.6591
20190105,2,제주시 한경면,20,314.2022,305.1553
20190105,2,제주시 한경면,30,699.0486,297.6834
20190105,2,제주시 한경면,40,1219.5687,268.2302
20190105,2,제주시 한경면,50,1205.3565,287.9475
20190105,2,제주시 한경면,60,1121.4463,181.0957
20190105,2,제주시 한경면,70,556.5041,64.7653
20190105,2,제주시 한경면,80,417.5841,28.354
20190105,2,제주시 한림읍,0,1609.4975,534.4334
20190105,2,제주시 한림읍,10,1821.6315,618.2217
20190105,2,제주시 한림읍,20,1434.0227,1028.05
20190105,2,제주시 한림읍,30,2385.7486,927.8508
20190105,2,제주시 한림읍,40,3610.5199,943.8892
20190105,2,제주시 한림읍,50,3533.3146,995.8183
20190105,2,제주시 한림읍,60,2788.8528,655.3607
20190105,2,제주시 한림읍,70,1298.4907,215.1348
20190105,2,제주시 한림읍,80,816.1676,106.9662
20190105,2,제주시 화북동,0,3766.6765,399.0302
20190105,2,제주시 화북동,10,4320.2565,458.3765
20190105,2,제주시 화북동,20,2844.1141,680.8198
20190105,2,제주시 화북동,30,3259.391,504.8498
20190105,2,제주시 화북동,40,5567.3647,724.6249
20190105,2,제주시 화북동,50,5555.342,717.4364
20190105,2,제주시 화북동,60,2521.5999,362.138
20190105,2,제주시 화북동,70,1121.737,149.2659
20190105,2,제주시 화북동,80,667.6999,87.9087
20190105,3,제주시 건입동,0,861.9178,318.9841
20190105,3,제주시 건입동,10,977.1708,367.8198
20190105,3,제주시 건입동,20,877.5998,689.2596
20190105,3,제주시 건입동,30,927.9069,587.3327
20190105,3,제주시 건입동,40,1461.9324,806.1253
20190105,3,제주시 건입동,50,1620.0638,659.0737
20190105,3,제주시 건입동,60,1136.7874,362.8868
20190105,3,제주시 건입동,70,684.9446,142.6963
20190105,3,제주시 건입동,80,346.8167,76.8704
20190105,3,제주시 구좌읍,0,1031.6673,371.7046
20190105,3,제주시 구좌읍,10,1154.9308,433.3146
20190105,3,제주시 구좌읍,20,947.7507,905.1814
20190105,3,제주시 구좌읍,30,1480.6212,715.7262
20190105,3,제주시 구좌읍,40,2327.0638,565.0991
20190105,3,제주시 구좌읍,50,2481.9827,503.2956
20190105,3,제주시 구좌읍,60,1698.7993,226.2452
20190105,3,제주시 구좌읍,70,937.4145,71.3482
20190105,3,제주시 구좌읍,80,718.0748,36.4481
20190105,3,제주시 노형동,0,6392.9394,1071.695
20190105,3,제주시 노형동,10,9349.5969,1235.7807
20190105,3,제주시 노형동,20,6296.6552,2048.5184
20190105,3,제주시 노형동,30,7131.1989,1557.8242
20190105,3,제주시 노형동,40,12137.8016,1598.198
20190105,3,제주시 노형동,50,10815.9182,1600.1452
20190105,3,제주시 노형동,60,4809.3023,854.2826
20190105,3,제주시 노형동,70,2093.191,388.5734
20190105,3,제주시 노형동,80,1087.052,211.0023
20190105,3,제주시 도두동,0,112.3314,142.5091
20190105,3,제주시 도두동,10,132.1645,162.6397
20190105,3,제주시 도두동,20,116.4318,342.5448
20190105,3,제주시 도두동,30,176.6479,274.264
20190105,3,제주시 도두동,40,245.6499,428.4859
20190105,3,제주시 도두동,50,372.037,394.3994
20190105,3,제주시 도두동,60,240.8149,204.9625
20190105,3,제주시 도두동,70,75.7341,52.687
20190105,3,제주시 도두동,80,69.9047,28.5231
20190105,3,제주시 봉개동,0,596.3983,191.0057
20190105,3,제주시 봉개동,10,468.0988,223.9824
20190105,3,제주시 봉개동,20,504.3787,298.3675
20190105,3,제주시 봉개동,30,676.9419,318.4845
20190105,3,제주시 봉개동,40,790.0933,525.4797
20190105,3,제주시 봉개동,50,789.7508,494.7096
20190105,3,제주시 봉개동,60,589.0216,235.577
20190105,3,제주시 봉개동,70,206.362,82.3269
20190105,3,제주시 봉개동,80,145.2315,41.6503
20190105,3,제주시 삼도1동,0,1229.5992,412.7209
